Datetime,Comments,Datetime_after,Flow_gpm_1,Flow_gpm_2,Flow_gpm_3,Flow_predicted (gpm),Level (inches),Level_above_V_in_After,Level_above_V_in_Before,Manual Level_in,Manual Measurement (inches),Predicted_flow_After,Predicted_flow_Before,SITE ID,V-notch weir equation (gpm),calculated offset,Level_in,Level_in_clipped,Vnotch(in),CrestWidth(in),Flow (gpm),Flow (gpm) no stormflow,Flow (gpm) USBR,Flow (gpm) USBR no stormflow,Flow (gpm) CTRSC,Flow (gpm) CTRSC no stormflow
2017-07-07 10:55:00,,,0.132085899537,,,,,,,,,,,SDG-072,0.273,,0.41,0.41,6.0,41.0,0.242,0.242,0.242,0.242,0.242,0.242
2017-07-07 10:55:00,,,0.132085899537,,,,,,,,,,,SDG-072,0.273,,0.41,0.41,6.0,41.0,0.242,0.242,0.242,0.242,0.242,0.242
2017-07-07 10:55:00,,,,,,,,,0.4375,6.853,,,,SDG-072,,-6.4155,0.41,0.41,6.0,41.0,0.242,0.242,0.242,0.242,0.242,0.242
2017-07-07 10:55:00,,,,,,,,,0.4375,6.853,,,,SDG-072,,-6.4155,0.41,0.41,6.0,41.0,0.242,0.242,0.242,0.242,0.242,0.242
2017-07-07 10:55:00,,,,,,,,,0.4375,6.853,,,,SDG-072,,-6.4155,0.41,0.41,6.0,41.0,0.242,0.242,0.242,0.242,0.242,0.242
2017-07-07 10:55:00,,,,,,,,,0.4375,6.853,,,,SDG-072,,-6.4155,0.41,0.41,6.0,41.0,0.242,0.242,0.242,0.242,0.242,0.242
2017-07-07 10:55:00,,,,,,,,,0.4375,6.853,,,,SDG-072,,-6.4155,0.41,0.41,6.0,41.0,0.242,0.242,0.242,0.242,0.242,0.242
2017-07-07 10:55:00,,,,,,,,,0.4375,6.853,,,,SDG-072,,-6.4155,0.41,0.41,6.0,41.0,0.242,0.242,0.242,0.242,0.242,0.242
2017-07-07 10:55:00,,,,,,,,,0.4375,6.853,,,,SDG-072,,-6.4155,0.41,0.41,6.0,41.0,0.242,0.242,0.242,0.242,0.242,0.242
2017-07-07 10:55:00,,,,,,,,,0.4375,6.853,,,,SDG-072,,-6.4155,0.41,0.41,6.0,41.0,0.242,0.242,0.242,0.242,0.242,0.242
2017-07-07 10:55:00,,,,,,,,,0.4375,6.853,,,,SDG-072,,-6.4155,0.41,0.41,6.0,41.0,0.242,0.242,0.242,0.242,0.242,0.242
2017-07-07 11:15:00,,,0.0,,,,,,,,,,,SDG-072,0.273,,0.41,0.41,6.0,41.0,0.242,0.242,0.242,0.242,0.242,0.242
2017-07-07 11:15:00,,,,,,,,,0.4375,6.853,,,,SDG-072,,-6.4155,0.41,0.41,6.0,41.0,0.242,0.242,0.242,0.242,0.242,0.242
2017-07-13 13:45:00,,,0.192845413324,,,,,,,,,,,SDG-072,0.214,,0.55,0.55,6.0,41.0,0.505,0.505,0.505,0.505,0.505,0.505
2017-07-13 13:45:00,,,,,,,,,0.393700787402,6.99,,,,SDG-072,,-6.5962992126,0.55,0.55,6.0,41.0,0.505,0.505,0.505,0.505,0.505,0.505
2017-07-20 08:05:00,,,0.100385283648,,,,,,,,,,,SDG-072,0.378,,0.38,0.38,6.0,41.0,0.2,0.2,0.2,0.2,0.2,0.2
2017-07-20 08:05:00,,,,,,,,,0.492125984252,6.82,,,,SDG-072,,-6.32787401575,0.38,0.38,6.0,41.0,0.2,0.2,0.2,0.2,0.2,0.2
2017-08-04 10:55:00,,,0.741794411798,,,,,,,,,,,SDG-072,0.796,,0.55,0.55,6.0,41.0,0.505,0.505,0.505,0.505,0.505,0.505
2017-08-04 10:55:00,,,,,,,,,0.669291338583,6.99,,,,SDG-072,,-6.32070866142,0.55,0.55,6.0,41.0,0.505,0.505,0.505,0.505,0.505,0.505
2017-08-18 12:40:00,,,0.0,,,,,,,,,,,SDG-072,0.057,,0.38,0.38,6.0,41.0,0.2,0.2,0.2,0.2,0.2,0.2
2017-08-18 12:40:00,,,,,,,,,0.236220472441,6.82,,,,SDG-072,,-6.58377952756,0.38,0.38,6.0,41.0,0.2,0.2,0.2,0.2,0.2,0.2
2017-08-22 14:05:00,,,0.0,,,,,,,,,,,SDG-072,0.085,,0.38,0.38,6.0,41.0,0.2,0.2,0.2,0.2,0.2,0.2
2017-08-22 14:05:00,,,,,,,,,0.275590551181,6.82,,,,SDG-072,,-6.54440944882,0.38,0.38,6.0,41.0,0.2,0.2,0.2,0.2,0.2,0.2
2017-08-30 10:55:00,,,0.0,,,,,,,,,,,SDG-072,0.418,,0.5,0.5,6.0,41.0,0.398,0.398,0.398,0.398,0.398,0.398
2017-08-30 10:55:00,,,,,,,,,0.511811023622,6.94,,,,SDG-072,,-6.42818897638,0.5,0.5,6.0,41.0,0.398,0.398,0.398,0.398,0.398,0.398
2017-08-30 11:00:00,,,0.357031240004,,,,,,,,,,,SDG-072,0.418,,0.46,0.46,6.0,41.0,0.323,0.323,0.323,0.323,0.323,0.323
2017-08-30 11:00:00,,,,,,,,,0.511811023622,6.9,,,,SDG-072,,-6.38818897638,0.46,0.46,6.0,41.0,0.323,0.323,0.323,0.323,0.323,0.323
2017-09-20 10:50:00,,,0.776665089276,,,,,,,,,,,SDG-072,0.681,,0.66,0.66,6.0,41.0,0.796,0.796,0.796,0.796,0.796,0.796
2017-09-20 10:50:00,,,,,,,,,0.629921259843,7.1,,,,SDG-072,,-6.47007874016,0.66,0.66,6.0,41.0,0.796,0.796,0.796,0.796,0.796,0.796
2017-09-20 13:50:00,,,8.33273331934,,,,,,,,,,,SDG-072,7.059,,1.65,1.65,6.0,41.0,7.986,7.986,7.986,7.986,7.986,7.986
2017-09-20 13:50:00,,,,,,,,,1.57480314961,8.09,,,,SDG-072,,-6.51519685039,1.65,1.65,6.0,41.0,7.986,7.986,7.986,7.986,7.986,7.986
2017-09-20 13:55:00,,,5.39665246678,,,,,,,,,,,SDG-072,4.676,,1.37,1.37,6.0,41.0,5.032,5.032,5.032,5.032,5.032,5.032
2017-09-20 13:55:00,,,,,,,,,1.33858267717,7.81,,,,SDG-072,,-6.47141732283,1.37,1.37,6.0,41.0,5.032,5.032,5.032,5.032,5.032,5.032
2017-09-20 14:00:00,,,3.66657725943,,,,,,,,,,,SDG-072,3.475,,1.18,1.18,6.0,41.0,3.475,3.475,3.475,3.475,3.475,3.475
2017-09-20 14:00:00,,,,,,,,,1.1811023622,7.62,,,,SDG-072,,-6.4388976378,1.18,1.18,6.0,41.0,3.475,3.475,3.475,3.475,3.475,3.475
2017-10-05 13:00:00,,,0.0343423338795,,,,,,,,,,,SDG-072,0.12,,,,,,,,,,,
2017-10-05 13:00:00,,,,,,,,,0.314960629921,6.73,,,,SDG-072,,-6.41503937008,,,,,,,,,,
2018-05-29 09:35:00,,,1.55861361453,,,,,,,,,,,SDG-072,,,0.99,0.99,4.0,69.0,2.194,2.194,2.194,2.194,2.194,2.194
2018-05-29 09:35:00,,2018-05-29 09:40:00,,,,,,,0.787401574803,10.51,,,1.248,SDG-072,,-9.7225984252,0.99,0.99,4.0,69.0,2.194,2.194,2.194,2.194,2.194,2.194
2018-05-29 09:40:00,,,1.55861361453,1.55861361453,,,,,,,,,,SDG-072,,,0.99,0.99,4.0,69.0,2.194,2.194,2.194,2.194,2.194,2.194
2018-05-29 09:40:00,,2018-05-29 09:45:00,,,,,,0.787401574803,0.787401574803,10.51,,1.248,1.248,SDG-072,,-9.7225984252,0.99,0.99,4.0,69.0,2.194,2.194,2.194,2.194,2.194,2.194
2018-06-11 15:00:00,,,0.25096320912,,,,,,,,,,,SDG-072,,,0.52,0.52,4.0,69.0,0.439,0.439,0.439,0.439,0.439,0.439
2018-06-11 15:00:00,,2018-06-11 15:05:00,,,,,,,0.433070866142,10.04,,,0.273,SDG-072,,-9.60692913386,0.52,0.52,4.0,69.0,0.439,0.439,0.439,0.439,0.439,0.439
2018-06-25 15:00:00,,,0.0554760778054,,,,,,,,,,,SDG-072,,,0.36,0.36,4.0,69.0,0.175,0.175,0.175,0.175,0.175,0.175
2018-06-25 15:00:00,,2018-06-25 15:05:00,,,,,,,0.393700787402,9.88,,,0.214,SDG-072,,-9.4862992126,0.36,0.36,4.0,69.0,0.175,0.175,0.175,0.175,0.175,0.175
2018-07-11 12:15:00,,,0.797798833201,,,,,,,,,,,SDG-072,,,0.83,0.83,4.0,69.0,1.412,1.412,1.412,1.412,1.412,1.412
2018-07-11 12:15:00,,2018-07-11 12:20:00,,,,,,,0.708661417323,10.35,,,0.955,SDG-072,,-9.64133858268,0.83,0.83,4.0,69.0,1.412,1.412,1.412,1.412,1.412,1.412
2018-07-24 14:50:00,,,0.303797568934,,,,,,,,,,,SDG-072,,,0.48,0.48,4.0,69.0,0.359,0.359,0.359,0.359,0.359,0.359
2018-07-24 14:50:00,,2018-07-24 14:55:00,,,,,,0.492125984252,0.492125984252,10.0,,0.378,0.378,SDG-072,,-9.50787401575,0.48,0.48,4.0,69.0,0.359,0.359,0.359,0.359,0.359,0.359
2018-08-07 11:25:00,,,0.195487131314,,,,,,,,,,,SDG-072,,,0.52,0.52,4.0,69.0,0.439,0.439,0.439,0.439,0.439,0.439
2018-08-07 11:25:00,,2018-08-07 11:30:00,,,,,,,0.472440944882,10.04,,,0.341,SDG-072,,-9.56755905512,0.52,0.52,4.0,69.0,0.439,0.439,0.439,0.439,0.439,0.439
2018-08-21 09:25:00,,,0.0422674878517,,,,,,,,,,,SDG-072,,,0.44,0.44,4.0,69.0,0.289,0.289,0.289,0.289,0.289,0.289
2018-08-21 09:25:00,,2018-08-21 09:30:00,,,,,,,0.275590551181,9.96,,,0.093,SDG-072,,-9.68440944882,0.44,0.44,4.0,69.0,0.289,0.289,0.289,0.289,0.289,0.289
2018-09-04 16:50:00,,,0.116235591592,,,,,,,,,,,SDG-072,,,0.44,0.44,4.0,69.0,0.289,0.289,0.289,0.289,0.289,0.289
2018-09-04 16:50:00,,2018-09-04 16:55:00,,,,,,,0.433070866142,9.96,,,0.273,SDG-072,,-9.52692913386,0.44,0.44,4.0,69.0,0.289,0.289,0.289,0.289,0.289,0.289
2018-09-17 01:00:00,,,0.0,,,,,,,,,,,SDG-072,,,0.56,0.56,4.0,69.0,0.528,0.528,0.528,0.528,0.528,0.528
2018-09-17 01:00:00,,2018-09-17 01:05:00,,,,,,,0.0,10.08,,,0.0,SDG-072,,-10.08,0.56,0.56,4.0,69.0,0.528,0.528,0.528,0.528,0.528,0.528
2018-09-27 16:05:00,,2018-09-27 16:10:00,,,,,,,0.0,7.99,,,0.0,SDG-072,,-7.99,0.0,0.0,4.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-05 12:35:00,,2018-10-05 12:40:00,,,,,,,0.393700787402,10.08,,,0.214,SDG-072,,-9.6862992126,,,,,,,,,,
