Datetime,Datetime_after,Flow_gpm_1,Flow_gpm_2,Flow_gpm_3,Level_above_V_in_After,Level_above_V_in_Before,Manual Level_in,Predicted_flow_After,Predicted_flow_Before,SITE ID,V-notch weir equation (gpm),calculated offset,Level_in,Level_in_clipped,Vnotch(in),CrestWidth(in),Flow (gpm),Flow (gpm) no stormflow,Flow (gpm) USBR,Flow (gpm) USBR no stormflow,Flow (gpm) CTRSC,Flow (gpm) CTRSC no stormflow
2018-06-12 14:25:00,2018-06-12 14:30:00,,,,,2.79527559055,8.62,,29.774,SLR-155,,-5.82472440945,2.77,2.77,8.0,59.0,28.986,28.986,28.986,28.986,28.986,28.986
2018-06-12 14:25:00,2018-06-12 14:30:00,,,,,2.79527559055,8.62,,29.774,SLR-155,,-5.82472440945,2.77,2.77,8.0,59.0,28.986,28.986,28.986,28.986,28.986,28.986
2018-06-26 15:55:00,,4.51124149187,,,,,,,,SLR-155,,,1.24,1.24,8.0,59.0,3.93,3.93,3.93,3.93,3.93,3.93
2018-06-26 15:55:00,,4.51124149187,,,,,,,,SLR-155,,,1.24,1.24,8.0,59.0,3.93,3.93,3.93,3.93,3.93,3.93
2018-06-26 15:55:00,2018-06-26 16:00:00,,,,,1.33858267717,7.09,,4.763,SLR-155,,-5.75141732283,1.24,1.24,8.0,59.0,3.93,3.93,3.93,3.93,3.93,3.93
2018-06-26 15:55:00,2018-06-26 16:00:00,,,,,1.33858267717,7.09,,4.763,SLR-155,,-5.75141732283,1.24,1.24,8.0,59.0,3.93,3.93,3.93,3.93,3.93,3.93
2018-07-10 12:25:00,,57.589452198,,,,,,,,SLR-155,,,4.27,4.27,8.0,59.0,85.247,85.247,85.247,85.247,85.247,85.247
2018-07-10 12:25:00,2018-07-10 12:30:00,,,,,4.13385826772,10.12,,78.446,SLR-155,,-5.98614173228,4.27,4.27,8.0,59.0,85.247,85.247,85.247,85.247,85.247,85.247
2018-07-18 10:40:00,,13.0500868742,,,,,,,,SLR-155,,,1.91,1.91,8.0,59.0,11.49,11.49,11.49,11.49,11.49,11.49
2018-07-18 10:40:00,2018-07-18 10:45:00,,,,,1.96850393701,7.76,,12.409,SLR-155,,-5.79149606299,1.91,1.91,8.0,59.0,11.49,11.49,11.49,11.49,11.49,11.49
2018-07-18 10:45:00,,12.7594978952,,,,,,,,SLR-155,,,1.87,1.87,8.0,59.0,10.901,10.901,10.901,10.901,10.901,10.901
2018-07-18 10:45:00,2018-07-18 10:50:00,,,,,1.96850393701,7.72,,12.409,SLR-155,,-5.75149606299,1.87,1.87,8.0,59.0,10.901,10.901,10.901,10.901,10.901,10.901
2018-07-18 10:50:00,,12.268138349,,,,,,,,SLR-155,,,1.83,1.83,8.0,59.0,10.33,10.33,10.33,10.33,10.33,10.33
2018-07-18 10:50:00,,12.268138349,,,,,,,,SLR-155,,,1.83,1.83,8.0,59.0,10.33,10.33,10.33,10.33,10.33,10.33
2018-07-18 10:50:00,2018-07-18 10:55:00,,,,,1.88976377953,7.68,,11.193,SLR-155,,-5.79023622047,1.83,1.83,8.0,59.0,10.33,10.33,10.33,10.33,10.33,10.33
2018-07-18 10:50:00,2018-07-18 10:55:00,,,,,1.88976377953,7.68,,11.193,SLR-155,,-5.79023622047,1.83,1.83,8.0,59.0,10.33,10.33,10.33,10.33,10.33,10.33
2018-07-23 13:30:00,,4.27958314499,,,,,,,,SLR-155,,,1.35,1.35,8.0,59.0,4.852,4.852,4.852,4.852,4.852,4.852
2018-07-23 13:30:00,2018-07-23 13:35:00,,,,,1.29921259843,7.2,,4.418,SLR-155,,-5.90078740157,1.35,1.35,8.0,59.0,4.852,4.852,4.852,4.852,4.852,4.852
2018-08-06 11:25:00,,5.82498816957,,,,,,,,SLR-155,,,1.51,1.51,8.0,59.0,6.407,6.407,6.407,6.407,6.407,6.407
2018-08-06 11:25:00,2018-08-06 11:30:00,,,,,1.37795275591,7.36,,5.124,SLR-155,,-5.98204724409,1.51,1.51,8.0,59.0,6.407,6.407,6.407,6.407,6.407,6.407
2018-08-06 12:30:00,,3.86933988054,,,,,,,,SLR-155,,,1.43,1.43,8.0,59.0,5.597,5.597,5.597,5.597,5.597,5.597
2018-08-06 12:30:00,2018-08-06 12:35:00,,,,,1.14173228346,7.28,,3.19,SLR-155,,-6.13826771654,1.43,1.43,8.0,59.0,5.597,5.597,5.597,5.597,5.597,5.597
2018-08-21 16:00:00,,2.17149218838,,,,,,,,SLR-155,,,1.43,1.43,8.0,59.0,5.597,5.597,5.597,5.597,5.597,5.597
2018-08-21 16:00:00,2018-08-21 16:05:00,,,,,1.1811023622,7.28,,3.475,SLR-155,,-6.0988976378,1.43,1.43,8.0,59.0,5.597,5.597,5.597,5.597,5.597,5.597
2018-09-18 10:25:00,,3.10332345017,,,,,,,,SLR-155,,,1.24,1.24,8.0,59.0,3.93,3.93,3.93,3.93,3.93,3.93
2018-09-18 10:25:00,2018-09-18 10:30:00,,,,,1.22047244094,7.09,,3.774,SLR-155,,-5.86952755906,1.24,1.24,8.0,59.0,3.93,3.93,3.93,3.93,3.93,3.93
2018-09-27 14:55:00,2018-09-27 15:00:00,,,,,1.1811023622,7.01,,3.475,SLR-155,,-5.8288976378,1.16,1.16,8.0,59.0,3.331,3.331,3.331,3.331,3.331,3.331
