Datetime,Datetime_after,Flow_gpm_1,Flow_gpm_2,Flow_gpm_3,Level_above_V_in_After,Level_above_V_in_Before,Manual Level_in,Predicted_flow_After,Predicted_flow_Before,SITE ID,V-notch weir equation (gpm),calculated offset,Level_in,Level_in_clipped,Vnotch(in),CrestWidth(in),Flow (gpm),Flow (gpm) no stormflow,Flow (gpm) USBR,Flow (gpm) USBR no stormflow,Flow (gpm) CTRSC,Flow (gpm) CTRSC no stormflow
2017-07-06 11:30:00,,3.04154557852,,,,,,,,SLR-152H,3.053,,1.16,1.16,7.0,45.0,3.331,3.331,3.331,3.331,3.331,3.331
2017-07-06 11:30:00,,3.0506868847,,,,,,,,SLR-152H,3.053,,1.16,1.16,7.0,45.0,3.331,3.331,3.331,3.331,3.331,3.331
2017-07-06 11:30:00,,2.95786679693,,,,,,,,SLR-152H,3.053,,1.16,1.16,7.0,45.0,3.331,3.331,3.331,3.331,3.331,3.331
2017-07-06 11:30:00,,,,,,1.125,5.297,,,SLR-152H,,-4.172,1.16,1.16,7.0,45.0,3.331,3.331,3.331,3.331,3.331,3.331
2017-07-06 11:30:00,,,,,,1.125,5.297,,,SLR-152H,,-4.172,1.16,1.16,7.0,45.0,3.331,3.331,3.331,3.331,3.331,3.331
2017-07-06 11:30:00,,,,,,1.125,5.297,,,SLR-152H,,-4.172,1.16,1.16,7.0,45.0,3.331,3.331,3.331,3.331,3.331,3.331
2017-07-06 11:30:00,,,,,,1.125,5.297,,,SLR-152H,,-4.172,1.16,1.16,7.0,45.0,3.331,3.331,3.331,3.331,3.331,3.331
2017-07-06 11:30:00,,,,,,1.125,5.297,,,SLR-152H,,-4.172,1.16,1.16,7.0,45.0,3.331,3.331,3.331,3.331,3.331,3.331
2017-07-06 11:30:00,,,,,,1.125,5.297,,,SLR-152H,,-4.172,1.16,1.16,7.0,45.0,3.331,3.331,3.331,3.331,3.331,3.331
2017-07-06 11:30:00,,,,,,1.125,5.297,,,SLR-152H,,-4.172,1.16,1.16,7.0,45.0,3.331,3.331,3.331,3.331,3.331,3.331
2017-07-06 11:30:00,,,,,,1.125,5.297,,,SLR-152H,,-4.172,1.16,1.16,7.0,45.0,3.331,3.331,3.331,3.331,3.331,3.331
2017-07-06 11:30:00,,,,,,1.125,5.297,,,SLR-152H,,-4.172,1.16,1.16,7.0,45.0,3.331,3.331,3.331,3.331,3.331,3.331
2017-07-20 13:20:00,,2.94279614409,,,,,,,,SLR-152H,3.19,,1.02,1.02,7.0,45.0,2.422,2.422,2.422,2.422,2.422,2.422
2017-07-20 13:20:00,,,,,,1.14173228346,5.161,,,SLR-152H,,-4.01926771654,1.02,1.02,7.0,45.0,2.422,2.422,2.422,2.422,2.422,2.422
2017-08-03 10:55:00,,2.79163936398,,,,,,,,SLR-152H,3.475,,1.27,1.27,7.0,45.0,4.17,4.17,4.17,4.17,4.17,4.17
2017-08-03 10:55:00,,,,,,1.1811023622,5.407,,,SLR-152H,,-4.2258976378,1.27,1.27,7.0,45.0,4.17,4.17,4.17,4.17,4.17,4.17
2017-08-03 11:00:00,,0.0,,,,,,,,SLR-152H,3.475,,1.28,1.28,7.0,45.0,4.252,4.252,4.252,4.252,4.252,4.252
2017-08-03 11:00:00,,,,,,1.1811023622,5.413,,,SLR-152H,,-4.2318976378,1.28,1.28,7.0,45.0,4.252,4.252,4.252,4.252,4.252,4.252
2017-08-17 14:15:00,,2.91645666177,,,,,,,,SLR-152H,2.92,,1.16,1.16,7.0,45.0,3.331,3.331,3.331,3.331,3.331,3.331
2017-08-17 14:15:00,,,,,,1.10236220472,5.297,,,SLR-152H,,-4.19463779528,1.16,1.16,7.0,45.0,3.331,3.331,3.331,3.331,3.331,3.331
2017-08-17 14:25:00,,0.0,,,,,,,,SLR-152H,2.92,,1.0,1.0,7.0,45.0,2.306,2.306,2.306,2.306,2.306,2.306
2017-08-17 14:25:00,,,,,,1.10236220472,5.136,,,SLR-152H,,-4.03363779528,1.0,1.0,7.0,45.0,2.306,2.306,2.306,2.306,2.306,2.306
2017-08-29 12:40:00,,3.27372969592,,,,,,,,SLR-152H,3.475,,1.05,1.05,7.0,45.0,2.602,2.602,2.602,2.602,2.602,2.602
2017-08-29 12:40:00,,,,,,1.1811023622,5.183,,,SLR-152H,,-4.0018976378,1.05,1.05,7.0,45.0,2.602,2.602,2.602,2.602,2.602,2.602
2017-08-29 12:45:00,,0.0,,,,,,,,SLR-152H,3.475,,1.08,1.08,7.0,45.0,2.79,2.79,2.79,2.79,2.79,2.79
2017-08-29 12:45:00,,,,,,1.1811023622,5.214,,,SLR-152H,,-4.0328976378,1.08,1.08,7.0,45.0,2.79,2.79,2.79,2.79,2.79,2.79
2017-09-19 13:05:00,,3.27368915939,,,,,,,,SLR-152H,2.422,,1.09,1.09,7.0,45.0,2.855,2.855,2.855,2.855,2.855,2.855
2017-09-19 13:05:00,,,,,,1.02362204724,-2.065,,,SLR-152H,,3.08862204724,1.09,1.09,7.0,45.0,2.855,2.855,2.855,2.855,2.855,2.855
2017-09-19 13:10:00,,0.0,,,,,,,,SLR-152H,2.422,,1.05,1.05,7.0,45.0,2.602,2.602,2.602,2.602,2.602,2.602
2017-09-19 13:10:00,,,,,,1.02362204724,5.189,,,SLR-152H,,-4.16537795276,1.05,1.05,7.0,45.0,2.602,2.602,2.602,2.602,2.602,2.602
2017-10-04 11:40:00,,3.28093454952,,,,,,,,SLR-152H,3.19,,,,,,,,,,,
2017-10-04 11:40:00,,,,,,1.14173228346,5.122,,,SLR-152H,,-3.98026771654,,,,,,,,,,
2018-05-14 09:25:00,,3.48706774777,,,,,,,,SLR-152A,,,1.4,1.4,7.0,45.0,5.31,5.31,5.31,5.31,5.31,5.31
2018-05-14 09:25:00,2018-05-14 09:30:00,,,,1.1811023622,1.1811023622,7.37,3.475,3.475,SLR-152A,,-6.1888976378,1.4,1.4,7.0,45.0,5.31,5.31,5.31,5.31,5.31,5.31
2018-05-25 13:55:00,,2.98514132953,,,,,,,,SLR-152A,,,1.18,1.18,7.0,45.0,3.475,3.475,3.475,3.475,3.475,3.475
2018-05-25 13:55:00,2018-05-25 14:00:00,,,,1.14173228346,1.14173228346,7.149,3.19,3.19,SLR-152A,,-6.00726771654,1.18,1.18,7.0,45.0,3.475,3.475,3.475,3.475,3.475,3.475
2018-06-12 13:30:00,,2.83984684004,,,,,,,,SLR-152A,,,1.19,1.19,7.0,45.0,3.548,3.548,3.548,3.548,3.548,3.548
2018-06-12 13:30:00,2018-06-12 13:35:00,,,,,1.08267716535,-0.244,,2.79,SLR-152A,,1.32667716535,1.19,1.19,7.0,45.0,3.548,3.548,3.548,3.548,3.548,3.548
2018-06-26 14:35:00,,3.69840518703,,,,,,,,SLR-152A,,,1.07,1.07,7.0,45.0,2.727,2.727,2.727,2.727,2.727,2.727
2018-06-26 14:35:00,2018-06-26 14:40:00,,,,,1.14173228346,7.043,,3.19,SLR-152A,,-5.90126771654,1.07,1.07,7.0,45.0,2.727,2.727,2.727,2.727,2.727,2.727
2018-07-10 11:25:00,,3.9625769861,,,,,,,,SLR-152A,,,,,7.0,45.0,,,,,,
2018-07-10 11:25:00,2018-07-10 11:30:00,,,,1.10236220472,1.14173228346,,2.92,3.19,SLR-152A,,,,,7.0,45.0,,,,,,
2018-07-23 14:10:00,,2.98514132953,,,,,,,,SLR-152A,,,1.26,1.25,7.0,45.0,4.089,4.089,4.089,4.089,4.089,4.089
2018-07-23 14:10:00,2018-07-23 14:15:00,,,,1.02362204724,1.10236220472,7.231,2.422,2.92,SLR-152A,,-6.12863779528,1.26,1.25,7.0,45.0,4.089,4.089,4.089,4.089,4.089,4.089
2018-08-06 12:05:00,,2.90588978981,,,,,,,,SLR-152A,,,1.29,1.29,7.0,45.0,4.334,4.334,4.334,4.334,4.334,4.334
2018-08-06 12:05:00,2018-08-06 12:10:00,,,,,1.06299212598,7.256,,2.664,SLR-152A,,-6.19300787402,1.29,1.29,7.0,45.0,4.334,4.334,4.334,4.334,4.334,4.334
2018-08-21 02:30:00,,2.75795358233,2.8213548141,,,,,,,SLR-152A,,,1.22,1.22,7.0,45.0,3.774,3.774,3.774,3.774,3.774,3.774
2018-08-21 02:30:00,2018-08-21 02:35:00,,,,1.14173228346,1.14173228346,7.187,3.19,3.19,SLR-152A,,-6.04526771654,1.22,1.22,7.0,45.0,3.774,3.774,3.774,3.774,3.774,3.774
2018-09-04 14:00:00,,3.07495974121,,,,,,,,SLR-152A,,,1.05,1.05,7.0,45.0,2.602,2.602,2.602,2.602,2.602,2.602
2018-09-04 14:00:00,2018-09-04 14:05:00,,,,,1.14173228346,7.022,,3.19,SLR-152A,,-5.88026771654,1.05,1.05,7.0,45.0,2.602,2.602,2.602,2.602,2.602,2.602
2018-09-05 14:20:00,,8.26197301602,,,,,,,,SLR-152A,,,1.04,1.04,7.0,45.0,2.541,2.541,2.541,2.541,2.541,2.541
2018-09-05 14:20:00,,8.26197301602,,,,,,,,SLR-152A,,,1.04,1.04,7.0,45.0,2.541,2.541,2.541,2.541,2.541,2.541
2018-09-05 14:20:00,2018-09-05 14:25:00,,,,,1.77165354331,7.006,,9.509,SLR-152A,,-5.23434645669,1.04,1.04,7.0,45.0,2.541,2.541,2.541,2.541,2.541,2.541
2018-09-05 14:20:00,2018-09-05 14:25:00,,,,,1.77165354331,7.006,,9.509,SLR-152A,,-5.23434645669,1.04,1.04,7.0,45.0,2.541,2.541,2.541,2.541,2.541,2.541
2018-09-18 09:35:00,,3.17006158888,,,,,,,,SLR-152A,,,0.76,0.76,7.0,45.0,1.133,1.133,1.133,1.133,1.133,1.133
2018-09-18 09:35:00,2018-09-18 09:40:00,,,,1.1811023622,1.1811023622,6.734,3.475,3.475,SLR-152A,,-5.5528976378,0.76,0.76,7.0,45.0,1.133,1.133,1.133,1.133,1.133,1.133
2018-09-27 15:50:00,2018-09-27 15:55:00,,,,,1.10236220472,6.706,,2.92,SLR-152A,,-5.60363779528,0.74,0.74,7.0,45.0,1.06,1.06,1.06,1.06,1.06,1.06
