Datetime,Comments,Datetime_after,Flow_gpm_1,Flow_gpm_2,Flow_gpm_3,Flow_predicted (gpm),Level (inches),Level_above_V_in_After,Level_above_V_in_Before,Manual Level_in,Manual Measurement (inches),Predicted_flow_After,Predicted_flow_Before,SITE ID,V-notch weir equation (gpm),calculated offset,Level_in,Level_in_clipped,Vnotch(in),CrestWidth(in),Flow (gpm),Flow (gpm) no stormflow,Flow (gpm) USBR,Flow (gpm) USBR no stormflow,Flow (gpm) CTRSC,Flow (gpm) CTRSC no stormflow
2017-08-30 11:45:00,,,,,,,,,0.551181102362,3.509,,,,SDG-084,,-2.95781889764,0.23,0.23,9.0,37.0,0.057,0.057,0.057,0.057,0.057,0.057
2017-08-30 11:55:00,,,0.0,,,,,,,,,,,SDG-084,0.505,,0.0,0.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-30 11:55:00,,,,,,,,,0.551181102362,3.163,,,,SDG-084,,-2.61181889764,0.0,0.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-20 13:30:00,,,0.105668719629,,,,,,,,,,,SDG-084,0.273,,0.38,0.38,9.0,37.0,0.2,0.2,0.2,0.2,0.2,0.2
2017-09-20 13:30:00,,,,,,,,,0.433070866142,3.656,,,,SDG-084,,-3.22292913386,0.38,0.38,9.0,37.0,0.2,0.2,0.2,0.2,0.2,0.2
2017-09-20 13:35:00,,,0.0766098217313,,,,,,,,,,,SDG-084,0.273,,0.0,0.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-20 13:35:00,,,,,,,,,0.433070866142,3.06,,,,SDG-084,,-2.62692913386,0.0,0.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-05 12:35:00,,,0.132085899537,,,,,,,,,,,SDG-084,0.163,,,,,,,,,,,
2017-10-05 12:35:00,,,,,,,,,0.354330708661,-3.281,,,,SDG-084,,3.63533070866,,,,,,,,,,
2018-04-26 18:15:00,,,0.494529607865,,,,,,,,,,,SDG-084,,,,,,,,,,,,
2018-05-14 14:05:00,,,0.566082426586,,,,,,,,,,,SDG-084,,,2.29,2.29,10.0,27.0,18.046,18.046,18.046,18.046,18.046,18.046
2018-05-14 14:05:00,,2018-05-14 14:10:00,,,,,,,0.590551181102,3.5,,,0.601,SDG-084,,-2.9094488189,2.29,2.29,10.0,27.0,18.046,18.046,18.046,18.046,18.046,18.046
2018-05-29 11:05:00,,,0.697413549554,,,,,,,,,,,SDG-084,,,0.56,0.56,10.0,27.0,0.528,0.528,0.528,0.528,0.528,0.528
2018-05-29 11:05:00,,2018-05-29 11:10:00,,,,,,,0.590551181102,1.77,,,0.601,SDG-084,,-1.1794488189,0.56,0.56,10.0,27.0,0.528,0.528,0.528,0.528,0.528,0.528
2018-06-11 16:40:00,,,0.478150956323,,,,,,,,,,,SDG-084,,,1.11,1.11,10.0,27.0,2.986,2.986,2.986,2.986,2.986,2.986
2018-06-11 16:40:00,,2018-06-11 16:45:00,,,,,,0.629921259843,0.826771653543,2.32,,0.709,1.412,SDG-084,,-1.49322834646,1.11,1.11,10.0,27.0,2.986,2.986,2.986,2.986,2.986,2.986
2018-06-25 14:25:00,,,0.79251539722,,,,,,,,,,,SDG-084,,,2.69,2.69,10.0,27.0,26.945,26.945,26.945,26.945,26.945,26.945
2018-06-25 14:25:00,,2018-06-25 14:30:00,,,,,,0.590551181102,1.77165354331,3.9,,0.601,9.509,SDG-084,,-2.12834645669,2.69,2.69,10.0,27.0,26.945,26.945,26.945,26.945,26.945,26.945
2018-07-11 11:50:00,,2018-07-11 11:55:00,,,,,,,1.41732283465,3.19,,,5.501,SDG-084,,-1.77267716535,1.98,1.98,10.0,27.0,12.566,12.566,12.566,12.566,12.566,12.566
2018-07-11 11:55:00,,,0.692130113572,,,,,,,,,,,SDG-084,,,0.76,0.76,10.0,27.0,1.133,1.133,1.133,1.133,1.133,1.133
2018-07-11 11:55:00,,2018-07-11 12:00:00,,,,,,,0.590551181102,1.97,,,0.601,SDG-084,,-1.3794488189,0.76,0.76,10.0,27.0,1.133,1.133,1.133,1.133,1.133,1.133
2018-07-24 12:40:00,,,0.89588697077,,,,,,,,,,,SDG-084,,,0.8,0.8,10.0,27.0,1.288,1.288,1.288,1.288,1.288,1.288
2018-07-24 12:40:00,,2018-07-24 12:45:00,,,,,,,0.688976377953,2.01,,,0.89,SDG-084,,-1.32102362205,0.8,0.8,10.0,27.0,1.288,1.288,1.288,1.288,1.288,1.288
2018-08-07 12:10:00,,,0.665712933665,,,,,,,,,,,SDG-084,,,1.9,1.9,10.0,27.0,11.341,11.341,11.341,11.341,11.341,11.341
2018-08-07 12:10:00,,2018-08-07 12:15:00,,,,,,,0.669291338583,3.11,,,0.827,SDG-084,,-2.44070866142,1.9,1.9,10.0,27.0,11.341,11.341,11.341,11.341,11.341,11.341
2018-08-20 17:15:00,,,0.832141167081,,,,,,,,,,,SDG-084,,,1.35,1.35,10.0,27.0,4.852,4.852,4.852,4.852,4.852,4.852
2018-08-20 17:15:00,,2018-08-20 17:20:00,,,,,,0.551181102362,1.29921259843,2.56,,0.505,4.418,SDG-084,,-1.26078740157,1.35,1.35,10.0,27.0,4.852,4.852,4.852,4.852,4.852,4.852
2018-09-04 16:25:00,,,1.1676393519,,,,,,,,,,,SDG-084,,,1.15,1.15,10.0,27.0,3.26,3.26,3.26,3.26,3.26,3.26
2018-09-04 16:25:00,,2018-09-04 16:30:00,,,,,,,0.708661417323,2.36,,,0.955,SDG-084,,-1.65133858268,1.15,1.15,10.0,27.0,3.26,3.26,3.26,3.26,3.26,3.26
2018-09-17 12:35:00,,,0.634012317776,,,,,,,,,,,SDG-084,,,2.29,2.29,10.0,27.0,18.046,18.046,18.046,18.046,18.046,18.046
2018-09-17 12:35:00,,2018-09-17 12:40:00,,,,,,0.787401574803,1.77165354331,3.5,,1.248,9.509,SDG-084,,-1.72834645669,2.29,2.29,10.0,27.0,18.046,18.046,18.046,18.046,18.046,18.046
2018-09-27 15:50:00,,2018-09-27 15:55:00,,,,,,,0.590551181102,1.77,,,0.601,SDG-084,,-1.1794488189,0.56,0.56,10.0,27.0,0.528,0.528,0.528,0.528,0.528,0.528
2018-10-05 00:20:00,,,0.589103111934,,,,,,,,,,,SDG-084,,,,,,,,,,,,
2018-10-05 00:20:00,,2018-10-05 00:25:00,,,,,,,0.590551181102,3.66,,,0.601,SDG-084,,-3.0694488189,,,,,,,,,,
