Datetime,Datetime_after,Flow_gpm_1,Flow_gpm_2,Flow_gpm_3,Level_above_V_in_After,Level_above_V_in_Before,Manual Level_in,Predicted_flow_After,Predicted_flow_Before,SITE ID,Unnamed: 2,Unnamed: 3,V-notch weir equation (gpm),calculated offset,Level_in,Level_in_clipped,Vnotch(in),CrestWidth(in),Flow (gpm),Flow (gpm) no stormflow,Flow (gpm) USBR,Flow (gpm) USBR no stormflow,Flow (gpm) CTRSC,Flow (gpm) CTRSC no stormflow
2017-08-29 09:55:00,,3.60410425142,,,,,,,,CAR-072,,,3.475,,1.15,1.15,6.0,60.0,3.26,3.26,3.26,3.26,3.26,3.26
2017-08-29 09:55:00,,,,,,1.1811023622,-2.22,,,CAR-072,,,,3.4011023622,1.15,1.15,6.0,60.0,3.26,3.26,3.26,3.26,3.26,3.26
2017-08-29 10:05:00,,0.0,,,,,,,,CAR-072,,,3.475,,1.2,1.2,6.0,60.0,3.623,3.623,3.623,3.623,3.623,3.623
2017-08-29 10:05:00,,,,,,1.1811023622,-2.17,,,CAR-072,,,,3.3511023622,1.2,1.2,6.0,60.0,3.623,3.623,3.623,3.623,3.623,3.623
2017-09-20 09:20:00,,5.81177957961,,,,,,,,CAR-072,,,5.032,,1.39,1.39,6.0,60.0,5.217,5.217,5.217,5.217,5.217,5.217
2017-09-20 09:20:00,,,,,,1.37795275591,-1.98,,,CAR-072,,,,3.35795275591,1.39,1.39,6.0,60.0,5.217,5.217,5.217,5.217,5.217,5.217
2017-09-20 09:50:00,,0.0,,,,,,,,CAR-072,,,4.676,,1.27,1.27,6.0,60.0,4.17,4.17,4.17,4.17,4.17,4.17
2017-09-20 09:50:00,,,,,,1.33858267717,-2.1,,,CAR-072,,,,3.43858267717,1.27,1.27,6.0,60.0,4.17,4.17,4.17,4.17,4.17,4.17
2017-10-05 12:25:00,,1.93033832802,,,,,,,,CAR-072,,,1.729,,,,,,,,,,,
2017-10-05 12:25:00,,,,,,0.905511811024,-2.45,,,CAR-072,,,,3.35551181102,,,,,,,,,,
2018-04-29 04:50:00,,0.14529448949,,,,,,,,CAR-072,,,,,,,,,,,,,,
2018-04-29 04:50:00,2018-04-29 04:55:00,,,,,0.393700787402,,,0.214,CAR-072,,,,,,,,,,,,,,
2018-05-25 09:30:00,,0.924601296757,0.871766936942,,,,,,,CAR-072,,,,,0.87,0.87,6.25,49.5,1.588,1.588,1.588,1.588,1.588,1.588
2018-05-25 09:30:00,2018-05-25 09:35:00,,,,0.669291338583,0.708661417323,5.63,0.827,0.955,CAR-072,,,,-4.92133858268,0.87,0.87,6.25,49.5,1.588,1.588,1.588,1.588,1.588,1.588
2018-06-11 10:50:00,,0.158503079444,,,,,,,,CAR-072,,,,,0.43,0.43,6.25,49.5,0.273,0.273,0.273,0.273,0.273,0.273
2018-06-11 10:50:00,2018-06-11 10:55:00,,,,,0.393700787402,5.19,,0.214,CAR-072,,,,-4.7962992126,0.43,0.43,6.25,49.5,0.273,0.273,0.273,0.273,0.273,0.273
2018-06-26 09:30:00,,0.0132085899537,,,,,,,,CAR-072,,,,,0.32,0.32,6.25,49.5,0.13,0.13,0.13,0.13,0.13,0.13
2018-06-26 09:30:00,2018-06-26 09:35:00,,,,0.295275590551,0.275590551181,5.08,0.111,0.093,CAR-072,,,,-4.80440944882,0.32,0.32,6.25,49.5,0.13,0.13,0.13,0.13,0.13,0.13
2018-06-28 18:25:00,,0.686846677591,,,,,,,,CAR-072,,,,,0.67,0.67,6.25,49.5,0.827,0.827,0.827,0.827,0.827,0.827
2018-06-28 18:25:00,2018-06-28 18:30:00,,,,,0.629921259843,5.43,,0.709,CAR-072,,,,-4.80007874016,0.67,0.67,6.25,49.5,0.827,0.827,0.827,0.827,0.827,0.827
2018-06-28 19:00:00,,0.845349757035,,,,,,,,CAR-072,,,,,0.71,0.71,6.25,49.5,0.955,0.955,0.955,0.955,0.955,0.955
2018-06-28 19:00:00,2018-06-28 19:05:00,,,,,0.787401574803,5.47,,1.248,CAR-072,,,,-4.6825984252,0.71,0.71,6.25,49.5,0.955,0.955,0.955,0.955,0.955,0.955
2018-07-10 15:55:00,,0.0211337439259,,,,,,,,CAR-072,,,,,0.28,0.28,6.25,49.5,0.093,0.093,0.093,0.093,0.093,0.093
2018-07-10 15:55:00,2018-07-10 16:00:00,,,,,0.354330708661,5.04,,0.163,CAR-072,,,,-4.68566929134,0.28,0.28,6.25,49.5,0.093,0.093,0.093,0.093,0.093,0.093
2018-07-23 15:35:00,,0.0634012317776,,,,,,,,CAR-072,,,,,0.2,0.2,6.25,49.5,0.04,0.04,0.04,0.04,0.04,0.04
2018-07-23 15:35:00,2018-07-23 15:40:00,,,,,0.314960629921,4.96,,0.12,CAR-072,,,,-4.64503937008,0.2,0.2,6.25,49.5,0.04,0.04,0.04,0.04,0.04,0.04
2018-08-06 17:00:00,,,,,,,,,,CAR-072,,,,,0.16,0.16,6.25,49.5,0.023,0.023,0.023,0.023,0.023,0.023
2018-08-06 17:00:00,2018-08-06 17:05:00,,,,,0.157480314961,4.92,,0.023,CAR-072,,,,-4.76251968504,0.16,0.16,6.25,49.5,0.023,0.023,0.023,0.023,0.023,0.023
2018-08-15 12:30:00,,0.0211337439259,,,,,,,,CAR-072,,,,,0.08,0.08,6.25,49.5,0.004,0.004,0.004,0.004,0.004,0.004
2018-08-15 12:30:00,2018-08-15 12:35:00,,,,,0.236220472441,4.84,,0.063,CAR-072,,,,-4.60377952756,0.08,0.08,6.25,49.5,0.004,0.004,0.004,0.004,0.004,0.004
2018-08-20 10:40:00,,0.126802463555,,,,,,,,CAR-072,,,,,0.28,0.28,6.25,49.5,0.093,0.093,0.093,0.093,0.093,0.093
2018-08-20 10:40:00,2018-08-20 10:45:00,,,,,0.354330708661,5.04,,0.163,CAR-072,,,,-4.68566929134,0.28,0.28,6.25,49.5,0.093,0.093,0.093,0.093,0.093,0.093
2018-09-04 10:25:00,,1.32085899537,,,,,,,,CAR-072,,,,,0.95,0.95,6.25,49.5,1.979,1.979,1.979,1.979,1.979,1.979
2018-09-04 10:25:00,2018-09-04 10:30:00,,,,,0.787401574803,5.71,,1.248,CAR-072,,,,-4.9225984252,0.95,0.95,6.25,49.5,1.979,1.979,1.979,1.979,1.979,1.979
2018-09-18 16:00:00,,0.618162009832,,,,,,,,CAR-072,,,,,1.22,1.22,6.25,49.5,3.774,3.774,3.774,3.774,3.774,3.774
2018-09-18 16:00:00,2018-09-18 16:05:00,,,,,0.590551181102,5.98,,0.601,CAR-072,,,,-5.3894488189,1.22,1.22,6.25,49.5,3.774,3.774,3.774,3.774,3.774,3.774
2018-09-27 12:05:00,,,,,,,,,,CAR-072,,,,,0.0,0.0,6.25,49.5,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-27 12:05:00,2018-09-27 12:10:00,,,,,0.472440944882,4.61,,0.341,CAR-072,,,,-4.13755905512,0.0,0.0,6.25,49.5,0.0,0.0,0.0,0.0,0.0,0.0
