Datetime,Comments,Datetime_after,Flow_gpm_1,Flow_gpm_2,Flow_gpm_3,Flow_predicted (gpm),Level (inches),Level_above_V_in_After,Level_above_V_in_Before,Manual Level_in,Manual Measurement (inches),Predicted_flow_After,Predicted_flow_Before,SITE ID,V-notch weir equation (gpm),calculated offset,Level_in,Level_in_clipped,Vnotch(in),CrestWidth(in),Flow (gpm),Flow (gpm) no stormflow,Flow (gpm) USBR,Flow (gpm) USBR no stormflow,Flow (gpm) CTRSC,Flow (gpm) CTRSC no stormflow
2017-06-19 08:50:00,,,0.293230696971,,,,,,,,,,,SLR-150,0.011,,0.37,0.37,3.0,33.0,0.187,0.187,0.187,0.187,0.187,0.187
2017-07-06 14:30:00,,,0.116034465186,,,,,,,,,,,SLR-150,0.187,,0.35,0.35,3.0,33.0,0.163,0.163,0.163,0.163,0.163,0.163
2017-07-06 14:30:00,,,0.0975403565809,,,,,,,,,,,SLR-150,0.187,,0.35,0.35,3.0,33.0,0.163,0.163,0.163,0.163,0.163,0.163
2017-07-06 14:30:00,,,0.0984131610865,,,,,,,,,,,SLR-150,0.187,,0.35,0.35,3.0,33.0,0.163,0.163,0.163,0.163,0.163,0.163
2017-07-20 16:25:00,,,0.0369840518703,,,,,,,,,,,SLR-150,0.214,,0.34,0.34,3.0,33.0,0.152,0.152,0.152,0.152,0.152,0.152
2017-08-03 13:35:00,,,0.760814781331,,,,,,,,,,,SLR-150,0.681,,0.73,0.73,3.0,33.0,1.024,1.024,1.024,1.024,1.024,1.024
2017-08-03 13:45:00,,,0.0,,,,,,,,,,,SLR-150,0.681,,0.68,0.68,3.0,33.0,0.858,0.858,0.858,0.858,0.858,0.858
2017-08-17 15:55:00,,,0.0,,,,,,,,,,,SLR-150,0.057,,0.06,0.06,3.0,33.0,0.002,0.002,0.002,0.002,0.002,0.002
2017-08-17 16:00:00,,,0.0,,,,,,,,,,,SLR-150,0.035,,0.02,0.02,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-29 15:10:00,,,0.0,,,,,,,,,,,SLR-150,0.057,,0.22,0.22,3.0,33.0,0.051,0.051,0.051,0.051,0.051,0.051
2017-08-29 15:15:00,,,0.0607595137869,,,,,,,,,,,SLR-150,0.057,,0.19,0.19,3.0,33.0,0.035,0.035,0.035,0.035,0.035,0.035
2017-08-29 15:30:00,,,0.0,,,,,,,,,,,SLR-150,0.057,,0.38,0.38,3.0,33.0,0.2,0.2,0.2,0.2,0.2,0.2
2017-09-19 15:20:00,,,0.0,,,,,,,,,,,SLR-150,0.035,,0.1,0.1,3.0,33.0,0.007,0.007,0.007,0.007,0.007,0.007
2017-09-19 15:20:00,,,0.0,,,,,,,,,,,SLR-150,0.035,,0.1,0.1,3.0,33.0,0.007,0.007,0.007,0.007,0.007,0.007
2017-10-05 15:00:00,,,0.0800313321895,,,,,,,,,,,SLR-150,0.12,,,,,,,,,,,
2018-05-14 17:05:00,,,0.0198128849305,,,,,,,,,,,SLR-150,,,0.38,0.38,4.5,34.0,0.2,0.2,0.2,0.2,0.2,0.2
2018-05-25 15:10:00,,,0.118877309583,,,,,,,,,,,SLR-150,,,0.42,0.42,4.5,34.0,0.257,0.257,0.257,0.257,0.257,0.257
2018-05-25 15:10:00,,,0.118877309583,,,,,,,,,,,SLR-150,,,0.42,0.42,4.5,34.0,0.257,0.257,0.257,0.257,0.257,0.257
2018-06-12 11:35:00,,,0.554760778054,,,,,,,,,,,SLR-150,,,0.57,0.57,4.5,34.0,0.552,0.552,0.552,0.552,0.552,0.552
2018-06-26 08:20:00,,,0.607595137869,,,,,,,,,,,SLR-150,,,0.65,0.65,4.5,34.0,0.766,0.766,0.766,0.766,0.766,0.766
2018-07-10 14:30:00,,,0.0467714004917,,,,,,,,,,,SLR-150,,,0.18,0.18,4.5,34.0,0.031,0.031,0.031,0.031,0.031,0.031
2018-07-23 12:45:00,,,0.0818932577127,,,,,,,,,,,SLR-150,,,0.3,0.3,4.5,34.0,0.111,0.111,0.111,0.111,0.111,0.111
2018-08-21 14:00:00,,,0.0898184116849,,,,,,,,,,,SLR-150,,,0.3,0.3,4.5,34.0,0.111,0.111,0.111,0.111,0.111,0.111
2018-09-05 11:40:00,,,0.121519027574,,,,,,,,,,,SLR-150,,,0.34,0.34,4.5,34.0,0.152,0.152,0.152,0.152,0.152,0.152
2018-09-18 11:20:00,,,0.356631928749,,,,,,,,,,,SLR-150,,,0.65,0.65,4.5,34.0,0.766,0.766,0.766,0.766,0.766,0.766
2018-10-03 10:30:00,,,0.0818932577127,,,,,,,,,,,SLR-150,,,,,,,,,,,,
